Date,Name,Price,Quantity,Unit,Source,Extra
2024-10-07 00:00:00,Chow mein noodles,2.99,500,grams,Yonghui,
2024-10-07 00:00:00,Bananas,2.68,1,kg,Tonyon Supermarket,
2024-10-07 00:00:00,Bean sprouts,1.29,400,grams,Sakura,Belmore brand
2024-10-07 00:00:00,Cucumber,2.99,1,kg,Sakura,
2024-10-07 00:00:00,Brown onions,2.59,1,kg,Sakura,
2024-10-07 00:00:00,Sweet potato,1.99,1,kg,Sakura,
2024-10-07 00:00:00,Carrots,1.99,1,kg,Sakura,
2024-10-07 00:00:00,Coconut milk,1.69,400,ml,Sakura,Valcom brand
2024-10-07 00:00:00,Red capsicum,4.99,1,kg,Tonyon Warehouse,Red
2024-10-07 00:00:00,Basmati rice,4,1,kg,Woolworths,
2024-10-07 00:00:00,Plain flour,1.4,1,kg,Woolworths,
2024-10-07 00:00:00,Farfalle pasta,4,500,grams,Woolworths,
2024-10-07 00:00:00,Parmesan,6.5,200,grams,Woolworths,"Lowest quality, no rind"
2024-10-07 00:00:00,Paprika,2.4,30,grams,Woolworths,
2024-10-07 00:00:00,Oregano,1.8,10,grams,Woolworths,
2024-10-07 00:00:00,Halloumi,4.8,180,grams,Woolworths,
2024-10-07 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-09-30 00:00:00,Red onion,4.99,1,kg,7Fresh,
2024-09-30 00:00:00,Sour cream,3.99,250,grams,Superfresh,
2024-09-30 00:00:00,Mushrooms,11.99,1,kg,Superfresh,
2024-09-30 00:00:00,Capers,3.5,110,grams,Superfresh,
2024-09-30 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-09-30 00:00:00,Olive oil,24.99,1,litre,Superfresh,Moro brand spanish olive oil
2024-09-30 00:00:00,Brown onions,2.59,1,kg,Sakura,
2024-09-30 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-09-30 00:00:00,Tomato,3.59,1,kg,Yonghui,
2024-09-30 00:00:00,Eggs,7.99,12,whole,Freshtown,
2024-09-30 00:00:00,Red capsicum,5.99,1,kg,Tonyon Warehouse,Red
2024-09-30 00:00:00,Sweet potato,1.88,1,kg,Tonyon Warehouse,
2024-09-30 00:00:00,Sunflower oil,7,1,litre,New Yen Yen,
2024-09-30 00:00:00,Butter,6.4,500,grams,Woolworths,
2024-09-30 00:00:00,Thickened cream,4.5,600,ml,Woolworths,
2024-09-30 00:00:00,Garlic powder,2.3,50,grams,Woolworths,
2024-09-27 00:00:00,Cucumber,3.99,1,kg,Superfresh,
2024-09-27 00:00:00,Lamb cubes,15.99,1,kg,L&C butchery,
2024-09-27 00:00:00,Gnocchi,3.25,500,grams,Woolworths,
2024-09-27 00:00:00,White sugar,2.59,2,kg,Aldi,
2024-09-23 00:00:00,Plain flour,1.29,1,kg,Aldi,
2024-09-23 00:00:00,Beef stock,1.79,1,litre,Aldi,
2024-09-23 00:00:00,Diced tomatoes,0.95,1,whole,Aldi,One 400 gram can
2024-09-23 00:00:00,Kalamata olives,2.99,350,grams,Aldi,Kalamata
2024-09-23 00:00:00,Potatoes,6.99,2,kg,Aldi,
2024-09-23 00:00:00,Sultanas,4.99,1,kg,Aldi,
2024-09-23 00:00:00,Brown onions,3.49,1,kg,Aldi,
2024-09-23 00:00:00,Cherry tomatoes,2.79,250,grams,Aldi,
2024-09-23 00:00:00,Ginger,19.99,1,kg,Aldi,
2024-09-23 00:00:00,Carrots,1.99,1,kg,Aldi,
2024-09-23 00:00:00,Sweet potato,3.99,1,kg,Aldi,
2024-09-23 00:00:00,Cucumber,9.49,1,kg,Aldi,
2024-09-23 00:00:00,Milk,3.09,2,litres,Aldi,
2024-09-23 00:00:00,Yoghurt,3.79,1,kg,Aldi,
2024-09-21 00:00:00,Prawns,25.99,1,kg,Eastwood Seafood Supplier,"Frozen, not shelled."
2024-09-16 00:00:00,Gnocchi,3.2,500,grams,Superfresh,
2024-09-16 00:00:00,Carrots,2.99,1,kg,Superfresh,
2024-09-16 00:00:00,Chow mein noodles,2.98,500,grams,Tonyon Supermarket,
2024-09-16 00:00:00,Lemon,3.28,1,kg,Tonyon Warehouse,One for 0.93
2024-09-16 00:00:00,Red capsicum,6.99,1,kg,Tonyon Warehouse,Red
2024-09-16 00:00:00,Cherry tomatoes,6.99,1,kg,Yonghui,
2024-09-16 00:00:00,Bananas,3.99,1,kg,Yonghui,
2024-09-16 00:00:00,Bean sprouts,1.29,400,grams,Sakura,Belmore brand
2024-09-16 00:00:00,Brown onions,2.59,1,kg,Sakura,
2024-09-16 00:00:00,Red onion,4.99,1,kg,Sakura,
2024-09-16 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-09-16 00:00:00,Broccoli,2.49,1,kg,Sakura,
2024-09-16 00:00:00,Light soy sauce,3.79,500,ml,Sakura,
2024-09-09 00:00:00,Red onion,4.99,1,kg,Sakura,
2024-09-09 00:00:00,Sweet potato,2.99,1,kg,Sakura,
2024-09-09 00:00:00,Carrots,1.99,1,kg,Sakura,
2024-09-09 00:00:00,Potatoes,3.99,1,kg,Yonghui,
2024-09-09 00:00:00,Peas,8.99,2,kg,Tonyon Warehouse,
2024-09-09 00:00:00,Mushrooms,9.99,1,kg,Superfresh,
2024-09-09 00:00:00,Parmesan,10.99,200,grams,Superfresh,Parmigiano reggiano with some certification
2024-09-09 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-09-09 00:00:00,Dijon mustard,2.9,200,grams,Woolworths,Your Condiment Co. brand
2024-09-09 00:00:00,Butter,6.4,500,grams,Woolworths,
2024-09-09 00:00:00,Mayonnaise,7.5,400,grams,Woolworths,
2024-09-09 00:00:00,Salt,4.5,750,grams,Woolworths,Saxa salt for better pouring
2024-11-04 00:00:00,Cucumber,2.49,1,kg,Sakura,
2024-11-04 00:00:00,Chinese cooking wine,1.99,640,ml,Sakura,
2024-11-04 00:00:00,Oyster sauce,3.49,700,grams,Sakura,
2024-11-04 00:00:00,Garlic,17.99,1,kg,Sakura,
2024-11-04 00:00:00,Cherry tomatoes,6.99,1,kg,Yonghui,
2024-11-04 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-11-04 00:00:00,Tomato,3.49,1,kg,Yonghui,
2024-11-04 00:00:00,Red onion,5.99,1,kg,Yonghui,
2024-11-04 00:00:00,Avocado,1.99,1,whole,Yonghui,Not as fancy as superfresh
2024-11-04 00:00:00,Eggs,7.99,12,whole,Yonghui,
2024-11-04 00:00:00,Leeks,2.99,1,whole,Tonyon Warehouse,
2024-11-04 00:00:00,Mango,1.99,1,kg,Tonyon Warehouse,
2024-11-04 00:00:00,Orange,1.88,1,kg,Tonyon Warehouse,
2024-11-04 00:00:00,Sour cream,3.99,250,grams,Superfresh,
2024-11-04 00:00:00,Thickened cream,3.99,300,ml,Superfresh,
2024-11-04 00:00:00,Parmesan,10.99,200,grams,Superfresh,Fancy certified one
2024-11-04 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-11-04 00:00:00,Butter,7,500,grams,Woolworths,
2024-11-04 00:00:00,Vegetable oil,3.55,750,ml,Woolworths,
2024-11-04 00:00:00,Black beans,1.5,420,grams,Woolworths,Organic
2024-11-04 00:00:00,Yoghurt,2,170,grams,Woolworths,Tiny pot
2024-11-04 00:00:00,Grated cheese,9.5,500,grams,Woolworths,Bega tasty cheese - on sale
2024-11-04 00:00:00,Frozen potato chips,4.3,900,grams,Woolworths,McCain superfries straight cut
2024-11-04 00:00:00,White wraps,2.4,8,whole,Woolworths,Essentials brand
2024-11-04 00:00:00,Sausages,11,26,whole,Woolworths,Very thin sausages
2024-11-15 00:00:00,Vegetable oil,7.2,2,litres,Woolworths,
2024-11-09 00:00:00,Pita bread,2,5,whole,Jaam E Jame,Might be more in a pack not sure
2024-11-09 00:00:00,Za'atar,6,500,grams,Jaam E Jame,Lebanese variety
2024-11-11 00:00:00,Sweet potato,2.49,1,kg,Sakura,
2024-11-11 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-11-11 00:00:00,Ginger,13.99,1,kg,Sakura,
2024-11-11 00:00:00,Lemon,1.99,3,whole,Sakura,Sold by the bag
2024-11-11 00:00:00,Broccoli,4.99,1,kg,Sakura,
2024-11-11 00:00:00,Brown onions,1.99,1,kg,Yonghui,
2024-11-11 00:00:00,Fresh coriander,0.99,20,whole,Yonghui,Whole sprigs
2024-11-11 00:00:00,Tomato,3.49,1,kg,Yonghui,
2024-11-11 00:00:00,Spinach,1.59,120,grams,Yonghui,Quantity is super approximate but a big bunch
2024-11-11 00:00:00,Eggs,7.99,12,whole,Yonghui,
2024-11-11 00:00:00,Prawns,15.88,700,grams,Tonyon Warehouse,Deep frozen. Shelled and deveined.
2024-11-11 00:00:00,Chinese cooking wine,1.38,640,ml,Tonyon Supermarket,Double phoenix.
2024-11-11 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2024-11-11 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2024-11-11 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-11-11 00:00:00,Lime,22.99,1,kg,Superfresh,
2024-11-11 00:00:00,Garlic,29.99,1,kg,Superfresh,
2024-11-11 00:00:00,Olive oil,11,1,litre,Woolworths,Worst quality available.
2024-11-18 00:00:00,Iceberg lettuce,1.99,1,head,Sakura,
2024-11-18 00:00:00,Carrots,1.99,1,kg,Sakura,
2024-11-18 00:00:00,Red capsicum,3.99,1,kg,Tonyon Warehouse,Red
2024-11-18 00:00:00,Brown onions,1.88,1,kg,Tonyon Warehouse,
2024-11-18 00:00:00,Red onion,5.99,1,kg,7Fresh,
2024-11-18 00:00:00,Lentils,4.95,1,kg,7Fresh,Red split lentils.
2024-11-18 00:00:00,Sweet potato,2.99,1,kg,7Fresh,
2024-11-18 00:00:00,Red onion,3.99,1,kg,Freshtown,
2024-11-18 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2024-11-18 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2024-11-18 00:00:00,Parsley,1.29,10,sprigs,Superfresh,one whole is one sprig
2024-11-18 00:00:00,Lasagne sheets,4.99,29,whole,Superfresh,Whole refers to sheets
2024-11-18 00:00:00,Halloumi,6.99,225,grams,Superfresh,
2024-11-18 00:00:00,Butter,7,500,grams,Woolworths,
2024-11-18 00:00:00,Brown sugar,3.3,1,kg,Woolworths,
2024-11-18 00:00:00,Grated cheese,9.5,500,grams,Woolworths,Bega tasty cheese
2024-11-18 00:00:00,Mayonnaise,6.5,405,grams,Woolworths,Cheap brand in plastic jar but still whole egg.
2024-11-18 00:00:00,Sultanas,7,1,kg,Woolworths,
2024-11-18 00:00:00,Farfalle pasta,3.2,500,grams,Woolworths,"La Molisana brand, ugly ribbed pattern on one side."
2024-11-25 00:00:00,Sweet potato,2.49,1,kg,Sakura,
2024-11-25 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-11-25 00:00:00,Brown onions,1.88,1,kg,Tonyon Warehouse,
2024-11-25 00:00:00,Red capsicum,2.99,1,kg,Freshtown,Red
2024-11-25 00:00:00,Bananas,3.99,1,kg,7Fresh,
2024-11-25 00:00:00,Potatoes,5.99,2,kg,7Fresh,
2024-11-25 00:00:00,Bananas,3.99,1,kg,7Fresh,
2024-11-25 00:00:00,Mini chicken drumsticks,5.49,1,kg,Hong meat,
2024-11-25 00:00:00,Mini chicken drumsticks,9,3,kg,Hong meat,
2024-11-25 00:00:00,Mini chicken drumsticks,8,2,kg,Hong meat,
2024-11-25 00:00:00,Thickened cream,3.99,300,ml,Superfresh,
2024-11-25 00:00:00,Savoiardi,6.99,400,grams,Superfresh,48 biscuits
2024-11-25 00:00:00,Tomato passata,3.29,700,grams,Superfresh,Val verde
2024-11-25 00:00:00,Garlic,29.99,1,kg,Superfresh,
2024-11-25 00:00:00,Mushrooms,9.99,1,kg,Superfresh,
2024-11-25 00:00:00,Parsley,1.29,10,sprigs,Superfresh,one whole is one sprig
2024-11-25 00:00:00,Mascarpone,4.8,250,grams,Woolworths,
2024-11-25 00:00:00,Tomato sauce,1.95,500,ml,Woolworths,Home brand
2024-11-25 00:00:00,Dark cooking chocolate,5,180,grams,Woolworths,Cadbury 70pct
2024-11-25 00:00:00,White wraps,2.4,8,whole,Woolworths,Essentials brand
2024-12-03 00:00:00,Red capsicum,2.99,1,kg,Tonyon Warehouse,Red
2024-12-03 00:00:00,Spring onions,1.39,10,whole,Tonyon Warehouse,
2024-12-03 00:00:00,Garlic,29.99,1,kg,Superfresh,
2024-12-03 00:00:00,Lime,15.99,1,kg,Superfresh,
2024-12-03 00:00:00,Oregano,3.99,25,grams,Superfresh,G-fresh
2024-12-03 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-12-03 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2024-12-03 00:00:00,Potatoes,5.99,2,kg,7Fresh,
2024-12-03 00:00:00,Potatoes,3.99,1,kg,7Fresh,
2024-12-03 00:00:00,Potatoes,4.99,1,kg,Superfresh,
2024-12-03 00:00:00,Gai lan,2,8,whole,Sakura,
2024-12-03 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-12-03 00:00:00,Brown onions,1.99,1,kg,Yonghui,
2024-12-03 00:00:00,Cherry tomatoes,4.99,1,kg,Yonghui,
2024-12-03 00:00:00,Tomato,2.99,1,kg,Yonghui,
2024-12-03 00:00:00,Fresh coriander,0.99,20,whole,Yonghui,Whole sprigs
2024-12-03 00:00:00,Eggs,7.99,12,whole,Yonghui,
2024-12-03 00:00:00,Mayonnaise,6.3,440,grams,Woolworths,S&W brand whole egg
2024-12-03 00:00:00,Breadcrumbs,3,750,grams,Woolworths,
2024-12-03 00:00:00,Cheddar,7,250,grams,Woolworths,Mainland brand.
2024-12-03 00:00:00,Spaghetti,2,500,grams,Woolworths,Zafarelli brand
2024-12-06 00:00:00,Butter,4,250,grams,Woolworths,
2024-12-11 00:00:00,Parmesan,6.5,200,grams,Woolies,Cheapest one
2024-12-11 00:00:00,Bananas,2.49,1,kg,Sakura,
2024-12-11 00:00:00,Brown onions,2.49,1,kg,Sakura,
2024-12-11 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-12-11 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-12-11 00:00:00,Cherry tomatoes,3.99,1,kg,Yonghui,
2024-12-11 00:00:00,Cucumber,2.5,1,kg,Yonghui,
2024-12-11 00:00:00,Cauliflower,4.99,1,whole,7Fresh,
2024-12-11 00:00:00,Red onion,5.99,1,kg,7Fresh,
2024-12-11 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-12-11 00:00:00,Parsley,1.29,10,sprigs,Superfresh,one whole is one sprig
2024-12-11 00:00:00,Gnocchi,3.2,500,grams,Superfresh,
2024-12-11 00:00:00,Olive oil,11,1,litre,Woolworths,Worst quality available.
2024-12-11 00:00:00,Puff pastry,4,8,whole,Woolworths,
2024-12-11 00:00:00,Mozzarella block,6,500,grams,Woolworths,
2024-12-11 00:00:00,Pizza cheese,9.5,450,grams,Woolworths,Perfect italiano brand
2024-12-11 00:00:00,White wraps,2.4,8,whole,Woolworths,Essentials brand
2024-12-11 00:00:00,Paprika,3.99,90,grams,Superfresh,G-fresh brand
2024-12-17 00:00:00,Tomato,3.99,1,kg,Happigo,
2024-12-16 00:00:00,Carrots,2.99,1,kg,Superfresh,
2024-12-16 00:00:00,Green grapes,2.99,1,kg,Superfresh,Bucket sale
2024-12-16 00:00:00,Kiwi fruit,14.99,1,kg,Superfresh,
2024-12-16 00:00:00,Milk,4.19,2,litres,Superfresh,
2024-12-16 00:00:00,Garlic,19.99,1,kg,7fresh,
2024-12-16 00:00:00,Ginger,19.99,1,kg,7fresh,
2024-12-16 00:00:00,Brown onions,2.99,1,kg,7fresh,
2024-12-16 00:00:00,Potatoes,3.99,1,kg,7fresh,
2024-12-16 00:00:00,Tomato,4.99,1,kg,7fresh,
2024-12-27 00:00:00,Brown onions,1.88,1,kg,Tonyon Warehouse,
2024-12-29 00:00:00,Garlic,20.05,1,kg,Kmall09,
2024-12-29 00:00:00,Carrots,1.48,1,kg,Tonyon Warehouse,
2024-12-29 00:00:00,Broccoli,2.99,1,kg,Tonyon Warehouse,
2024-12-29 00:00:00,Red capsicum,3.38,1,kg,Tonyon Warehouse,Red
2024-12-29 00:00:00,Tomato,1.99,1,kg,Tonyon Warehouse,Quite small
2024-12-30 00:00:00,Potatoes,3.99,1,kg,Sakura,
2024-12-30 00:00:00,Ginger,19.99,1,kg,Sakura,
2024-12-30 00:00:00,Fresh coriander,2.49,20,whole,Yonghui,Whole sprigs
2024-12-30 00:00:00,Bananas,2.39,1,kg,Yonghui,
2024-12-30 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-12-30 00:00:00,Brown onions,1.88,1,kg,Tonyon Warehouse,
2024-12-30 00:00:00,Red onion,2.68,1,kg,Tonyon Warehouse,
2024-12-30 00:00:00,Tomato,1.99,1,kg,Tonyon Warehouse,Quite small
2024-12-30 00:00:00,Red onion,5.99,1,kg,7fresh,
2024-12-30 00:00:00,Chicken breast,9.99,1,kg,Hong Meat,
2024-12-30 00:00:00,Leeks,4.99,2,whole,Superfresh,
2024-12-30 00:00:00,Garlic,29.99,1,kg,Superfresh,Spanish
2024-12-30 00:00:00,Eggs,7.99,12,whole,Freshtown,
2024-12-30 00:00:00,Beef mince,13.99,1,kg,L&W meat,
2024-12-30 00:00:00,Butter,7,500,grams,Woolworths,
2024-12-30 00:00:00,Tomato paste,1.4,500,grams,Woolworths,Essentials brand
2024-12-30 00:00:00,Halloumi,4.8,180,grams,Woolworths,
2024-12-30 00:00:00,Cream cheese,3.1,250,grams,Woolworths,
2024-12-30 00:00:00,Thickened cream,4.5,600,ml,Woolworths,
2025-01-07 00:00:00,Ginger,24.99,1,kg,Sakura,
2025-01-07 00:00:00,Leeks,2.99,1,whole,Sakura,
2025-01-07 00:00:00,Cherry tomatoes,5.99,1,kg,Yonghui,
2025-01-07 00:00:00,Milk,3.98,2,litres,Yonghui,
2025-01-07 00:00:00,Tomato,3.99,1,kg,Yonghui,Normal quality
2025-01-07 00:00:00,Peas,8.99,2,kg,Tonyon Warehouse,
2025-01-07 00:00:00,Sweet potato,1.38,1,kg,Tonyon Warehouse,Very small
2025-01-07 00:00:00,Eggs,7.99,12,whole,Freshtown,
2025-01-07 00:00:00,Red onion,5.99,1,kg,7fresh,
2025-01-07 00:00:00,Potatoes,4.99,1,kg,7fresh,Consistently good quality.
2025-01-07 00:00:00,Jasmine rice,19.99,5,kg,7Fresh,
2025-01-07 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2025-01-07 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2025-01-07 00:00:00,Basmati rice,7.5,2,kg,Woolworths,
2025-01-07 00:00:00,Parmesan,6.5,200,grams,Woolies,Cheapest one
2025-01-07 00:00:00,Butter,7,500,grams,Woolworths,
2025-01-07 00:00:00,Sultanas,7,1,kg,Woolworths,
2025-01-07 00:00:00,Farfalle pasta,4,500,grams,Woolworths,"La Molisana brand, ugly ribbed pattern on one side."
2025-01-12 00:00:00,Ginger,29.99,1,kg,OK Supermarket,
2025-01-12 00:00:00,Tomato passata,2.2,680,grams,Woolies,La Gina brand
2025-01-15 00:00:00,Milk,3.98,2,litres,Yonghui,
2025-01-15 00:00:00,Iceberg lettuce,2.99,1,head,Yonghui,
2025-01-15 00:00:00,Brown onions,1.88,1,kg,Tonyon Warehouse,
2025-01-15 00:00:00,Chinese celery,1.99,1,whole,Happigo,Maybe 10 little stems of celery
2025-01-15 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2025-01-15 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2025-01-15 00:00:00,Garlic,19.99,1,kg,7Fresh,Spanish
2025-01-15 00:00:00,Lemon,9.99,1,kg,7Fresh,Individual
2025-01-15 00:00:00,Potatoes,4.99,1,kg,Superfresh,Consistently good quality.
2025-01-15 00:00:00,Rigatoni,2.95,500,grams,Woolworths,San Remo brand
2025-01-15 00:00:00,Brioche buns,6.5,4,whole,Woolworths,
2025-01-26 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2024-01-21 00:00:00,Bean sprouts,1.29,400,grams,Sakura,Belmore brand
2024-01-21 00:00:00,Cucumber,5.49,1,kg,Sakura,
2024-01-21 00:00:00,Chow mein noodles,3.39,500,grams,Sakura,
2024-01-21 00:00:00,Ginger,29.99,1,kg,Sakura,
2024-01-21 00:00:00,Milk,3.98,2,litres,Yonghui,
2024-01-21 00:00:00,Fresh coriander,1.8,20,whole,Yonghui,Whole sprigs
2024-01-21 00:00:00,Red potatoes,2.68,1,kg,Tonyon Warehouse,
2024-01-21 00:00:00,Brown onions,3.99,2,kg,7fresh,7fresh
2024-01-21 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2024-01-21 00:00:00,Chicken breast,8.49,1,kg,Hong Meat,
2024-01-21 00:00:00,Parsley,1.99,10,sprigs,Superfresh,one whole is one sprig
2024-01-21 00:00:00,Mayonnaise,8.5,810,grams,Woolworths,Best Foods brand
2024-01-21 00:00:00,Tomato passata,2.2,680,grams,Woolies,La Gina brand
2024-01-21 00:00:00,Cherries,7.99,500,grams,Superfresh,Punnet
2024-01-21 00:00:00,Iceberg lettuce,3.2,1,head,Woolies,
2025-02-01 00:00:00,Cherries,7.99,500,grams,Superfresh,Punnet
2025-02-03 00:00:00,Green capsicum,2.99,1,kg,Tonyon Warehouse,
2025-02-03 00:00:00,Gai lan,1.59,8,whole,Yonghui,
2025-02-03 00:00:00,Cherry tomatoes,3.99,1,kg,7Fresh,
2025-02-03 00:00:00,Paper towel,950,6,whole,7Fresh,rolls
2025-02-03 00:00:00,Oak lettuce,1.99,1,head,7Fresh,
2025-02-03 00:00:00,Brown onions,3.99,1,kg,7Fresh,
2025-02-03 00:00:00,Red onion,5.99,1,kg,7fresh,
2025-02-03 00:00:00,Dry kidney beans,6.5,1,kg,7Fresh,
2025-02-03 00:00:00,Brown lentils,4.95,1,kg,7Fresh,
2025-02-03 00:00:00,Beef mince,9.99,1,kg,Hong Meat,
2025-02-03 00:00:00,Chicken breast,8.49,1,kg,Hong Meat,
2025-02-03 00:00:00,Chicken thigh,11.99,1,kg,Hong meat,
2025-02-03 00:00:00,Cajun seasoning,3.99,100,grams,Superfresh,G-fresh
2025-02-03 00:00:00,Olive oil,14,1,litre,Woolworths,Worst quality available.
2025-02-03 00:00:00,Butter,7,500,grams,Woolworths,
2025-02-03 00:00:00,White wraps,2.4,8,whole,Woolworths,Essentials brand
2025-02-03 00:00:00,Kransky sausage,20,1,kg,Woolies,Double smoked from deli section
2025-02-03 00:00:00,Thickened cream,2.8,300,ml,Woolworths,
2025-02-03 00:00:00,Halloumi,4.8,180,grams,Woolworths,
2025-01-28 00:00:00,Cherries,7.99,500,grams,Superfresh,Punnet
2025-01-28 00:00:00,Milk,3,2,litres,Woolies,Home brand
2025-01-28 00:00:00,Yoghurt,4.2,1,kg,Woolworths,Home brand
2025-01-28 00:00:00,Butter,7,500,grams,Woolworths,
2025-01-29 00:00:00,Bananas,2.38,1,kg,Tonyon Warehouse,
2025-01-29 00:00:00,Tomato,3.99,1,kg,Tonyon Warehouse,Truss
2025-01-29 00:00:00,Broccoli,3.99,1,kg,Tonyon Supermarket,
2025-01-29 00:00:00,Garlic,14.99,1,kg,Freshtown,Spanish
2025-01-29 00:00:00,Red capsicum,4.99,1,kg,Freshtown,Red
2025-01-29 00:00:00,Eggs,7.99,12,whole,7Fresh,700 grams
2025-01-29 00:00:00,Cucumber,4.99,1,kg,7Fresh,
2025-01-29 00:00:00,Diced tomatoes,1,400,grams,7Fresh,Divella brand
2025-01-29 00:00:00,Iceberg lettuce,2.99,1,head,7Fresh,
2025-01-29 00:00:00,Red onion,5.99,1,kg,7fresh,
2025-01-29 00:00:00,Chicken breast,8.49,1,kg,Hong Meat,
2025-01-29 00:00:00,Feta,6.99,200,grams,Superfresh,Dodoni brand
2025-01-29 00:00:00,Red wine,9.99,4,litres,Mr Liquor,Cask red wine
2025-01-29 00:00:00,White wine,9.99,4,litres,Mr Liquor,Cask white wine
2025-01-29 00:00:00,Shredded cheese,7.1,500,grams,Woolies,Assuming tasty cheese is meant
2025-01-29 00:00:00,Corn chips,2.35,175,grams,Woolies,one pack
2025-02-09 00:00:00,Soy sauce,4.3,500,ml,Woolworths online,Lee Kum Kee brand
2025-02-09 00:00:00,Sumac,2,40,grams,Woolworths online,
2025-02-09 00:00:00,Sriracha,3.5,455,ml,Woolworths online,Tiao Hu cheapest brand
2025-02-09 00:00:00,Chilli flakes,2,23,grams,Woolworths online,
2025-02-09 00:00:00,Whole cloves,2,15,grams,Woolworths online,Hoyts
2025-02-09 00:00:00,Treacle,6,850,grams,Woolworths online,
2025-02-09 00:00:00,Tinned cherry tomatoes,1.8,400,grams,Woolworths online,Annalisa brand cheapest
2025-02-09 00:00:00,Tia maria,47.99,700,ml,Dan murphys online,
2025-02-09 00:00:00,Sundried tomato oil,0,1,ml,Leftover in the jar,
2025-02-09 00:00:00,Spaghettoni,2.8,500,grams,Woolworths online,Barilla brand
2025-02-09 00:00:00,Sausage mince,5.5,500,grams,Woolworths online,Home brand
2025-02-09 00:00:00,Fresh rosemary,0,1,sprigs,Garden,
2025-02-09 00:00:00,Beef ravioli,11,625,grams,Woolworths online,A cheaper bulk pack exists but not at my local
2025-02-09 00:00:00,Pecans,4.3,150,grams,Woolworths online,Home brand
2025-02-09 00:00:00,Roasted peanuts,2.8,375,grams,Woolworths online,Home brand
2025-02-09 00:00:00,Fridge ready pasta sauce,6,450,grams,Woolworths online,Leggo brand. Billed as fresh sauce
2025-02-09 00:00:00,Passionfruit,5.9,6,whole,Woolworths online,In net
2025-02-09 00:00:00,Marshmallows,5,280,grams,Woolworths online,"Pascal brand and not even the jumbo, worst value for money."
2025-02-09 00:00:00,Beer,5.99,330,ml,Dan murphys online,Great northern brand as a single.
2025-02-10 00:00:00,Mole negro,17.25,500,grams,Fireworks foods,El sabor de Oaxaca brand. May no longer be stocked.
2025-02-10 00:00:00,Long grain rice,1.8,1,kg,Woolworths online,
2025-02-10 00:00:00,Lolly raspberries,5,190,grams,Woolworths online,Allens brand
2025-02-10 00:00:00,Ham,5,200,grams,Woolworths online,Don brand
2025-02-10 00:00:00,Ground ginger,2,25,grams,Woolworths online,Home brand
2025-02-10 00:00:00,Lebanese bread,1.8,6,whole,Woolworths online,Pieces
2025-02-11 00:00:00,Ground coffee,22,500,grams,Woolworths online,Vittoria Espresso brand.
2025-02-11 00:00:00,Golden syrup,4.5,500,grams,Woolworths online,CSR brand
2025-02-11 00:00:00,Gelatine leaves,5.65,12,whole,Woolworths online,"20 grams, McKenzies brand"
2025-02-11 00:00:00,Fennel,3.5,1,whole,Woolworths online,
2025-02-11 00:00:00,Dried thyme,2,12,grams,Woolworths online,
2025-02-11 00:00:00,Dried parsley,2,5,grams,Woolworths online,
2025-02-11 00:00:00,Dried cranberries,2.75,150,grams,Woolworths online,Home brand
2025-02-11 00:00:00,Dried apricots,8,500,grams,Woolworths online,Home brand
2025-02-11 00:00:00,Chicken maryland,9,1,kg,Woolworths online,
2025-02-11 00:00:00,Celery,4,10,stalks,Woolworths online,
2025-02-11 00:00:00,Ground cardamom,2,24,grams,Woolworths online,Home brand
2025-02-11 00:00:00,Caraway seeds,1.8,15,grams,Woolworths online,Hoyts brand
2025-02-11 00:00:00,Oak lettuce,3.2,1,head,Woolworths online,
2025-02-11 00:00:00,Brandy,42.99,700,ml,Dan murphys online,"Napolean 1875 VSOP, cheapest on website."
2025-02-11 00:00:00,Beef rump steak,29,1,kg,Woolworths online,
2025-02-10 00:00:00,Bananas,2.58,1,kg,Tonyon Warehouse,
